weather.스,weather.stn_id,weather.pvn_nm,weather.bor_nm,weather.max_ta,weather.max_ws,weather.min_ta,weather.avg_ta,weather.avg_rhm,weather.avg_wa,weather.sum_rn
20171214,416,서울특별시,은평구,-2.4,1.5,-15.4,-9.2,NA,0.3,0
20171215,416,서울특별시,은평구,0.8,1.3,-12.1,-4.5,NA,0.3,0
20171216,416,서울특별시,은평구,-2.8,4.3,-10.9,-7.1,NA,1.2,0
20171217,416,서울특별시,은평구,-2.8,3.1,-14.6,-9.1,NA,0.8,0
20171218,416,서울특별시,은평구,3.9,1.8,-9.2,-1.6,NA,0.6,0.5
20171219,416,서울특별시,은평구,-1.9,3.1,-12.2,-7.2,NA,0.7,0
20171220,416,서울특별시,은평구,2.4,2.5,-13.2,-4.9,NA,0.6,0
20171221,416,서울특별시,은평구,3.4,1.3,-12.5,-5,NA,0.2,0
20171222,416,서울특별시,은평구,7.1,2.4,-6.5,3,NA,1,0
20171223,416,서울특별시,은평구,8.3,2.1,1.3,4.5,NA,0.8,0
20171224,416,서울특별시,은평구,4.6,2.5,-2,1.7,NA,0.4,18
20171225,416,서울특별시,은평구,-0.3,2.9,-6.8,-3.7,NA,0.7,0
20171226,416,서울특별시,은평구,-2.1,4.8,-10.8,-5.9,NA,1.3,0
20171227,416,서울특별시,은평구,-3.5,2.5,-14.6,-9.9,NA,0.5,0
20171228,416,서울특별시,은평구,0.7,2,-11.5,-3.3,NA,0.4,0
20171229,416,서울특별시,은평구,5.4,2.7,-4.1,-0.1,NA,0.5,0
20171230,416,서울특별시,은평구,4.3,2.8,-4.8,0,NA,0.3,0.5
20171231,416,서울특별시,은평구,2.8,3.4,-8,-2.5,NA,0.6,0
20180101,416,서울특별시,은평구,2.7,2.4,-10.3,-4.9,NA,0.5,0
20180102,416,서울특별시,은평구,1.4,3.3,-8.3,-4,NA,0.8,0
20180103,416,서울특별시,은평구,-1.4,2.7,-12.4,-7.6,NA,0.6,0
20180104,416,서울특별시,은평구,-1.8,1.8,-13,-7.4,NA,0.4,0
20180105,416,서울특별시,은평구,0.6,2.5,-9.4,-5.8,NA,0.5,0
20180106,416,서울특별시,은평구,1.5,2.2,-12,-6.7,NA,0.5,0
20180107,416,서울특별시,은평구,2.5,1.8,-10.8,-3.6,NA,0.4,0
20180108,416,서울특별시,은평구,3.9,3.8,-2,0.3,NA,0.8,0
20180109,416,서울특별시,은평구,-1.5,4,-9.9,-5.6,NA,1.2,0
20180110,416,서울특별시,은평구,-5.1,4.4,-13.8,-10,NA,1.2,0
20180111,416,서울특별시,은평구,-7.9,3.7,-17.2,-13.3,NA,1.1,0
20180112,416,서울특별시,은평구,-6.4,1.9,-19.6,-12.5,NA,0.5,0
20180113,416,서울특별시,은평구,-0.1,1.2,-8.5,-5.6,NA,0.3,0
20180114,416,서울특별시,은평구,6.1,3.5,-8.4,0.4,NA,1.3,0
20180115,416,서울특별시,은평구,7,2.6,-2.5,2.6,NA,0.9,0
20180116,416,서울특별시,은평구,7.1,2.1,-3.3,1.5,NA,0.5,0
20180117,416,서울특별시,은평구,8.1,2.6,-1.1,2.3,NA,0.5,0
20180118,416,서울특별시,은평구,3.9,2.7,-2.8,0,NA,0.5,0
20180119,416,서울특별시,은평구,4.7,3.4,-6.2,-1.6,NA,0.6,0
20180120,416,서울특별시,은평구,6.4,2.4,-4.7,-0.6,NA,0.5,0
20180121,416,서울특별시,은평구,4.6,1.9,-8.1,-2.8,NA,0.4,0
20180122,416,서울특별시,은평구,4.5,2.3,-6.4,-1,NA,0.4,2.5
20180123,416,서울특별시,은평구,-6.4,NA,-15.5,-12.6,NA,NA,0
20180124,416,서울특별시,은평구,-10.8,NA,-18.8,-15.6,NA,NA,0
20180125,416,서울특별시,은평구,-10.1,NA,-19.3,-15.6,NA,NA,0
20180126,416,서울특별시,은평구,-11.1,3.2,-20.3,-16.6,NA,0.9,0
20180127,416,서울특별시,은평구,-4.4,2.3,-19.9,-12.7,NA,0.6,0
20180128,416,서울특별시,은평구,-1.8,3.4,-13.1,-7.9,NA,0.9,0
20180129,416,서울특별시,은평구,-5.1,3.6,-15.4,NA,NA,0.8,0
20180130,416,서울특별시,은평구,-1.3,2.2,-16.4,-7.3,NA,0.5,0
20180131,416,서울특별시,은평구,0.2,1.8,-10.7,-5.4,NA,0.4,0
20180201,416,서울특별시,은평구,0.7,2.9,-14.7,-7.7,NA,0.6,0
20180202,416,서울특별시,은평구,2.8,2.4,-13.2,-6.2,NA,0.6,0
20180203,416,서울특별시,은평구,-3.7,3.9,-14,-8.2,NA,1.4,0
20180204,416,서울특별시,은평구,-5.5,3.9,-16.3,-11.4,NA,1.1,0
20180205,416,서울특별시,은평구,-5.7,4,-17.2,-11.6,NA,1.2,0
20180206,416,서울특별시,은평구,-6,3.5,-18.3,-12.3,NA,1.2,0
20180207,416,서울특별시,은평구,-2.5,2.2,-18.5,-11,NA,0.5,0
20180208,416,서울특별시,은평구,1.3,2,-14.2,-7.5,NA,0.4,0
20180209,416,서울특별시,은평구,5.8,2.4,-10.5,-1.5,NA,0.5,0
20180210,416,서울특별시,은평구,2.9,4.7,-10.1,-1.5,NA,1.5,0
20180211,416,서울특별시,은평구,-2.7,3.3,-13.7,-7.9,NA,0.9,0
20180214,416,서울특별시,은평구,8.6,3.7,-1.4,3.8,NA,1.9,0
20180215,416,서울특별시,은평구,3.3,3.2,-7.8,-2.8,NA,0.8,0
20180216,416,서울특별시,은평구,4,3.8,-9.8,-2.9,NA,0.8,0
20180217,416,서울특별시,은평구,1.4,3.7,-10.6,-4.5,NA,1.1,0
20180218,416,서울특별시,은평구,5.5,2.6,-7.8,-1.9,NA,0.6,0
20180219,416,서울특별시,은평구,6.2,2,-5.2,-0.3,NA,0.5,0
20180220,416,서울특별시,은평구,5.5,4.1,-7.2,-1.2,NA,0.9,0
20180221,416,서울특별시,은평구,3.8,4.1,-10.2,-3.3,NA,0.9,0
20180222,416,서울특별시,은평구,6,3.5,-6.9,0.4,NA,1.2,0
20180223,416,서울특별시,은평구,8.5,2.5,-3.6,3.5,NA,1,0
20180224,416,서울특별시,은평구,6.1,2.5,-4.5,0.5,NA,0.7,0
20180225,416,서울특별시,은평구,6.9,3.1,-5.3,-0.2,NA,0.7,0
20180226,416,서울특별시,은평구,9.3,2.6,-6.8,0.2,NA,0.6,0
20180227,416,서울특별시,은평구,6.7,1.4,-3.9,2.2,NA,0.4,0
20180228,416,서울특별시,은평구,9.1,3.9,1,3.7,NA,1.6,54
20180301,416,서울특별시,은평구,3.4,5.3,-4.9,-0.6,NA,2.2,1.5
20180302,416,서울특별시,은평구,4.3,2.6,-9.2,-2.4,NA,0.7,0
20180303,416,서울특별시,은평구,15.2,2.7,-3,6.3,NA,0.8,0
20180304,416,서울특별시,은평구,13,4.2,6,9.4,NA,1.1,12.5
20180305,416,서울특별시,은평구,9.8,5.4,-1.8,4.6,NA,2.4,5.5
20180306,416,서울특별시,은평구,9.9,2.9,-4.1,1.9,NA,0.7,0
20180307,416,서울특별시,은평구,10.2,3.2,-2,5.6,NA,1.3,0.5
20180308,416,서울특별시,은평구,9.2,3.3,0.2,3.8,NA,0.9,6.5
20180309,416,서울특별시,은평구,8.9,2.6,-2,3,NA,0.7,0
20180310,416,서울특별시,은평구,8.7,3.3,-2.5,3.3,NA,1,0
20180311,416,서울특별시,은평구,11.4,2.9,-1.7,4.7,NA,0.8,0
20180312,416,서울특별시,은평구,14.8,3,-2.1,5.3,NA,0.7,0
20180314,416,서울특별시,은평구,21.2,3.3,12.6,16.7,NA,1.5,0
20180315,416,서울특별시,은평구,16.9,2.7,7.2,11.8,NA,1.1,17
20180316,416,서울특별시,은평구,11.3,3.4,0.2,5.7,NA,1.3,0
20180317,416,서울특별시,은평구,12.4,2.5,-2.1,5,NA,0.7,0
20180318,416,서울특별시,은평구,11.3,2,2.5,6.7,NA,0.6,1.5
20180319,416,서울특별시,은평구,10.9,4.8,5.5,8,NA,1.8,1.5
20180320,416,서울특별시,은평구,8.1,4.9,2,4.7,NA,2.9,0
20180321,416,서울특별시,은평구,5.9,3.2,0.5,1.7,NA,1.5,2.5
20180322,416,서울특별시,은평구,11,3.1,-1.3,3.3,NA,0.8,0
20180323,416,서울특별시,은평구,12.1,2.8,-2.4,4.2,NA,0.8,0
20180324,416,서울특별시,은평구,12.6,2.7,0.3,6.5,NA,0.9,0
20180325,416,서울특별시,은평구,16.1,2.2,3.5,8.2,NA,0.8,0
20180326,416,서울특별시,은평구,17.8,3.2,3.3,8.8,NA,0.8,0
20180327,416,서울특별시,은평구,19.8,2.9,3.1,11.2,NA,0.9,0
20180328,416,서울특별시,은평구,18.7,2.7,7.1,13,NA,1.1,0
20180329,416,서울특별시,은평구,20.5,2.9,7.2,13.2,NA,0.7,0
20180330,416,서울특별시,은평구,20.9,3,4.6,12.6,NA,1,0
20180331,416,서울특별시,은평구,18.5,3,5.4,11.8,NA,0.8,0
20180401,416,서울특별시,은평구,18.7,2.6,7.7,15,NA,1,0
20180402,416,서울특별시,은평구,23.8,3.3,12.7,17.6,NA,1.4,0
20180403,416,서울특별시,은평구,20.6,2.3,13.9,17.3,NA,1.1,0
20180404,416,서울특별시,은평구,17.3,4,9,12.4,NA,1.7,17
20180405,416,서울특별시,은평구,10,3.8,7,8,NA,1.6,7.5
20180406,416,서울특별시,은평구,8.1,4,3.3,5.7,NA,1.6,7
20180407,416,서울특별시,은평구,8.7,5.1,0,4.2,NA,2.2,0.5
20180408,416,서울특별시,은평구,7.7,2.5,-3.1,2.4,NA,0.9,3.5
20180409,416,서울특별시,은평구,15,2.7,-1.1,6.1,NA,0.6,0
20180410,416,서울특별시,은평구,22.1,4.4,4.8,16.1,NA,2.4,4
20180411,416,서울특별시,은평구,16.8,3.3,4.2,10.9,NA,1.4,0
20180412,416,서울특별시,은평구,19.7,4.9,2.4,10.7,NA,1.3,0
20180413,416,서울특별시,은평구,18.3,4,3.8,12.8,NA,1,0
20180414,416,서울특별시,은평구,15,2,6.2,8.6,NA,0.9,8
20180415,416,서울특별시,은평구,13.2,3.4,2.8,7.9,NA,0.9,0
20180416,416,서울특별시,은평구,18.7,3.2,0.5,9,NA,0.8,0
20180417,416,서울특별시,은평구,19.7,3.1,1.8,10.3,NA,0.8,0
20180418,416,서울특별시,은평구,18.4,3.3,1.2,9.9,NA,0.8,0
20180419,416,서울특별시,은평구,20.2,3,2.6,11.8,NA,0.8,0
20180420,416,서울특별시,은평구,25.7,3,6.3,15.7,NA,0.6,0
20180421,416,서울특별시,은평구,24.8,3.4,6.8,15.9,NA,0.9,0
20180422,416,서울특별시,은평구,20.8,6.2,10.3,15.1,NA,1.7,16
20180423,416,서울특별시,은평구,12.4,6.5,9.3,10.5,NA,3.4,40
20180424,416,서울특별시,은평구,15.8,3.9,4.6,11.1,NA,2,1
20180425,416,서울특별시,은평구,23.2,2.7,1.4,12.4,NA,0.7,0
20180426,416,서울특별시,은평구,21.7,3.1,5.1,12.7,NA,0.9,0
20180427,416,서울특별시,은평구,22.7,2.9,5.1,13.1,NA,0.8,0
20180428,416,서울특별시,은평구,21.4,3.3,6.2,12.9,NA,0.9,0
20180429,416,서울특별시,은평구,22.4,3,5,13.6,NA,0.9,0
20180430,416,서울특별시,은평구,23.8,2.8,9.4,17,NA,0.8,0
20180501,416,서울특별시,은평구,23,3.2,15.1,19,NA,0.8,0
20180502,416,서울특별시,은평구,17.8,3.8,8.2,14.1,NA,1,13
20180503,416,서울특별시,은평구,16,4.5,4.3,9.9,NA,1.4,0
20180504,416,서울특별시,은평구,19,3.8,4.4,12.5,NA,1.4,0
20180505,416,서울특별시,은평구,24.3,3.5,11.1,18.2,NA,1.7,0
20180506,416,서울특별시,은평구,20.7,2.7,12.8,15.6,NA,0.8,16.5
20180507,416,서울특별시,은평구,25.9,2.2,12,17.4,NA,0.6,0
20180508,416,서울특별시,은평구,21.8,4.4,11.9,17.4,NA,2.1,0
20180509,416,서울특별시,은평구,21.3,2.8,6.5,13.8,NA,1.1,0
20180510,416,서울특별시,은평구,20.7,3.3,7.3,13.9,NA,1,0
20180511,416,서울특별시,은평구,20.6,2.9,11.5,15.2,NA,1,0
20180512,416,서울특별시,은평구,16,2.4,10.9,13.6,NA,0.7,23.5
20180513,416,서울특별시,은평구,19.2,2.6,10.4,15,NA,0.8,1
20180514,416,서울특별시,은평구,23.7,2.8,10.5,16.5,NA,0.8,0
20180515,416,서울특별시,은평구,29.2,2.7,11.7,21.2,NA,0.7,0
20180516,416,서울특별시,은평구,24.6,3.6,20.6,22.2,NA,1.4,34
20180517,416,서울특별시,은평구,24.3,2.8,18.6,20.5,NA,0.7,66
20180518,416,서울특별시,은평구,19.1,2.9,10.6,15.3,NA,1,11
20180519,416,서울특별시,은평구,24.4,3,8.2,15.8,NA,1.3,0
20180520,416,서울특별시,은평구,22.6,4.6,7.6,16.2,NA,1.5,0
20180521,416,서울특별시,은평구,23,2.9,6.9,15.6,NA,1,0
20180522,416,서울특별시,은평구,22.6,2.2,11.7,16.4,NA,0.5,11.5
20180523,416,서울특별시,은평구,23.1,3.2,8.7,16,NA,1.2,7
20180524,416,서울특별시,은평구,23.3,3.3,6.5,15.7,NA,1.1,0
20180525,416,서울특별시,은평구,25.5,3.3,9.1,17,NA,0.8,0
20180526,416,서울특별시,은평구,28.9,2.6,9.8,19.2,NA,0.7,0
20180527,416,서울특별시,은평구,24.3,2.3,12.5,18.1,NA,0.8,0
20180528,416,서울특별시,은평구,29.1,2.9,12,20.5,NA,0.8,0
20180529,416,서울특별시,은평구,25.2,3,15.1,20.1,NA,0.8,1
20180530,416,서울특별시,은평구,24.2,3,12.5,18.8,NA,1,0
20180531,416,서울특별시,은평구,27.9,3.1,10.7,19,NA,0.9,0
20180601,416,서울특별시,은평구,30.7,3.1,13.6,21.3,NA,0.8,0
20180602,416,서울특별시,은평구,30.2,2.5,13.1,20.9,NA,0.8,0
20180603,416,서울특별시,은평구,30.1,3,11.8,20.9,NA,0.8,0
20180604,416,서울특별시,은평구,27.4,3.5,13.7,20.5,NA,0.8,0
20180605,416,서울특별시,은평구,29.1,2.9,13.7,21.2,NA,0.8,0
20180606,416,서울특별시,은평구,27.2,2.9,14.4,20.4,NA,0.8,0
20180607,416,서울특별시,은평구,28.5,2.7,14.7,20.1,NA,0.9,0
20180608,416,서울특별시,은평구,26.4,2.1,16,20.5,NA,0.8,0
20180609,416,서울특별시,은평구,29.5,3.5,15.8,22,NA,1.2,1.5
20180610,416,서울특별시,은평구,24.1,3.7,16.1,20.4,NA,1.5,1
20180611,416,서울특별시,은평구,23,2.5,16.4,19.2,NA,0.9,2
20180612,416,서울특별시,은평구,26.9,3.1,14.8,19.8,NA,1,0
20180613,416,서울특별시,은평구,25.7,3,14.9,20.4,NA,0.8,0
20180614,416,서울특별시,은평구,24.4,2.5,17.7,20.2,NA,1,40
20180615,416,서울특별시,은평구,26.1,3.7,17.1,21.6,NA,1.8,0.5
20180616,416,서울특별시,은평구,27.6,2.6,13,20.2,NA,0.9,0
20180617,416,서울특별시,은평구,27.1,2.7,15.4,20.6,NA,0.5,0
20180618,416,서울특별시,은평구,29.8,2.7,16.5,22.4,NA,0.7,0
20180619,416,서울특별시,은평구,26.7,2,14.5,20.4,NA,0.7,0
20180620,416,서울특별시,은평구,28.5,2.8,16.7,21.5,NA,1.1,0
20180621,416,서울특별시,은평구,28,3.6,16.5,22,NA,1,0
20180622,416,서울특별시,은평구,31.7,2.8,13.2,22.3,NA,0.8,0
20180623,416,서울특별시,은평구,28.3,2.8,17,22.3,NA,0.9,0
20180624,416,서울특별시,은평구,31.5,2.8,16.7,23.3,NA,0.9,0
20180625,416,서울특별시,은평구,31.9,2.4,17.5,24.3,NA,0.6,0
20180626,416,서울특별시,은평구,24,4.8,18.9,21.6,NA,1.9,53
20180627,416,서울특별시,은평구,24.9,2,18.8,21.5,NA,0.8,1.5
20180628,416,서울특별시,은평구,27.6,3.4,18.5,22.5,NA,0.8,11
20180629,416,서울특별시,은평구,28.2,2.3,19.4,23.3,NA,0.6,1
20180630,416,서울특별시,은평구,27.6,2.3,18.4,22.7,NA,0.5,23.5
20180701,416,서울특별시,은평구,23.1,4.2,20.6,21.5,NA,1.6,58
20180702,416,서울특별시,은평구,27.4,4.4,19.9,23.1,NA,1.6,45
20180703,416,서울특별시,은평구,32,2.9,21.4,25.7,NA,0.8,0
20180704,416,서울특별시,은평구,31.7,2.7,21.5,26.1,NA,0.8,0
20180705,416,서울특별시,은평구,28.2,3.1,21.5,24.5,NA,1,0
20180706,416,서울특별시,은평구,26.8,3,21.3,23.6,NA,1.7,0
20180707,416,서울특별시,은평구,28.8,3.5,18.4,23,NA,1.6,0
20180708,416,서울특별시,은평구,27.4,2.9,16.3,22,NA,1.1,0
20180709,416,서울특별시,은평구,22.8,3.4,19.4,20.8,NA,1.4,12
20180710,416,서울특별시,은평구,27.2,3.2,20.3,24.6,NA,1.5,14.5
20180711,416,서울특별시,은평구,28.9,2.7,23.9,25.9,NA,1,8
20180712,416,서울특별시,은평구,28,2.2,22.3,25,NA,0.6,1
20180713,416,서울특별시,은평구,30.3,2.1,22.1,25.5,NA,0.5,0
20180714,416,서울특별시,은평구,31.4,2.5,21.9,26,NA,0.7,0
20180715,416,서울특별시,은평구,32.5,2.5,21.7,26.2,NA,0.6,0
20180716,416,서울특별시,은평구,32.7,2.3,20.5,26.4,NA,0.6,0
20180717,416,서울특별시,은평구,31.5,2.7,19.9,25.1,NA,0.7,0
20180718,416,서울특별시,은평구,32.3,2.3,19.8,25.6,NA,0.6,0
20180719,416,서울특별시,은평구,32.7,2.8,18.9,25.6,NA,0.7,0
20180720,416,서울특별시,은평구,33.5,2.3,20.2,26.2,NA,0.6,0
20180721,416,서울특별시,은평구,35.8,2.5,19.9,27.3,NA,0.6,0
20180722,416,서울특별시,은평구,36.5,2.3,20.9,28.6,NA,0.6,0
20180723,416,서울특별시,은평구,34.2,3.1,24.1,28.9,NA,0.8,0
20180724,416,서울특별시,은평구,35.5,2,22.8,28.9,NA,0.5,0
20180725,416,서울특별시,은평구,33.6,2.3,25,28.8,NA,0.9,0
20180726,416,서울특별시,은평구,33.3,1.7,24.1,28,NA,0.5,0
20180727,416,서울특별시,은평구,34.7,2.5,23.9,28.9,NA,0.7,0
20180728,416,서울특별시,은평구,34.5,2.2,25,27.9,NA,0.6,0.5
20180729,416,서울특별시,은평구,35.3,3.2,23.3,28.9,NA,1.2,0
20180730,416,서울특별시,은평구,37.1,2.7,22.3,29.3,NA,1,0
20180731,416,서울특별시,은평구,36,3,24.5,29.7,NA,0.8,0
20180801,416,서울특별시,은평구,38.3,3.1,23.6,30.9,NA,0.9,0
20180802,416,서울특별시,은평구,36.7,2.8,26.4,31.3,NA,0.7,0
20180803,416,서울특별시,은평구,36.8,2.9,26,30.8,NA,0.9,0
20180804,416,서울특별시,은평구,34.5,2.9,24.6,29.1,NA,0.9,0
20180805,416,서울특별시,은평구,33.1,3.1,25,28.7,NA,1,0.5
20180806,416,서울특별시,은평구,35.7,2.5,26.7,29.4,NA,0.7,0.5
20180807,416,서울특별시,은평구,35.8,2.7,25.1,29.4,NA,0.8,0
20180808,416,서울특별시,은평구,35.1,3,24.7,29.4,NA,0.8,0
20180809,416,서울특별시,은평구,31.9,2.1,24.7,27.4,NA,0.5,23
20180810,416,서울특별시,은평구,35,3,23.6,28.6,NA,0.8,0
20180811,416,서울특별시,은평구,35.5,2.7,23.9,29.4,NA,0.9,0
20180812,416,서울특별시,은평구,34.4,2.8,25,28.7,NA,0.7,0
20180813,416,서울특별시,은평구,34.8,2.5,24.6,28.4,NA,0.5,4.5
20180814,416,서울특별시,은평구,35.2,3.4,24.2,29.1,NA,0.6,0
20180815,416,서울특별시,은평구,36,3.2,25,29.5,NA,0.9,1.5
20180816,416,서울특별시,은평구,34.1,4.5,24.2,28.4,NA,1.8,0
20180817,416,서울특별시,은평구,32.5,4.2,21.7,26.6,NA,2.4,0
20180818,416,서울특별시,은평구,30.5,3.7,20.8,24.8,NA,1.2,0
20180819,416,서울특별시,은평구,33,2.5,19.6,25.5,NA,0.6,0
20180820,416,서울특별시,은평구,31.9,3.5,21.6,27.8,NA,1.3,0
20180821,416,서울특별시,은평구,29.8,4.1,21,24.7,NA,1.2,11
20180822,416,서울특별시,은평구,35.8,2.5,20.1,28.8,NA,1,0
20180823,416,서울특별시,은평구,31,3.2,24.2,28.4,NA,1.5,2.5
20180824,416,서울특별시,은평구,26.1,2.5,22.3,23.2,NA,1.2,12
20180825,416,서울특별시,은평구,28.4,2.7,19.3,24,NA,1.1,0
20180826,416,서울특별시,은평구,28.6,2.2,17.3,22.2,NA,0.6,0
20180827,416,서울특별시,은평구,25.8,3.4,19,21.8,NA,0.7,29.5
20180828,416,서울특별시,은평구,27.3,3.8,20.3,22.8,NA,0.7,172.5
20180829,416,서울특별시,은평구,27.1,4.4,21.7,25,NA,1.7,153
20180831,416,서울특별시,은평구,29,2.3,19.4,23.6,NA,0.6,0
20180901,416,서울특별시,은평구,30.2,3.9,18,24.5,NA,1.3,0
20180902,416,서울특별시,은평구,28.7,2.7,18.5,24.1,NA,1.2,0
20180903,416,서울특별시,은평구,26.1,3.4,19.6,22.3,NA,0.8,23.5
20180904,416,서울특별시,은평구,27.3,3.7,16.8,21.3,NA,0.9,0
20180905,416,서울특별시,은평구,27.6,3.3,15.9,21.9,NA,1.2,0
20180906,416,서울특별시,은평구,27.9,3.1,17.2,23,NA,1,0
20180907,416,서울특별시,은평구,24.9,3.2,13.5,19.5,NA,1.2,1.5
20180908,416,서울특별시,은평구,26.5,3.3,11.7,18.1,NA,0.7,0
20180909,416,서울특별시,은평구,27.4,4.1,11.1,19.1,NA,0.8,0
20180910,416,서울특별시,은평구,27.3,3.6,16.8,22.3,NA,1.4,0
20180911,416,서울특별시,은평구,25.2,2.9,13.1,20.2,NA,1.1,0
20180912,416,서울특별시,은평구,27.4,2.8,15.6,21.2,NA,1.2,0
20180913,416,서울특별시,은평구,27.5,2.7,17.4,21.2,NA,0.7,0
20180914,416,서울특별시,은평구,26.2,2.4,17.2,22.5,NA,0.9,1
20180915,416,서울특별시,은평구,25.8,2.1,20,22.3,NA,0.5,0
20180916,416,서울특별시,은평구,23.7,1.5,19.8,21.1,NA,0.4,2
20180917,416,서울특별시,은평구,27.5,2.6,14.9,20.1,NA,0.8,0
20180918,416,서울특별시,은평구,25.3,2.2,13.4,19.3,NA,0.5,0
20180919,416,서울특별시,은평구,25.8,1.3,15.4,19.8,NA,0.4,0.5
20180920,416,서울특별시,은평구,20.1,4.7,16.6,18.7,NA,1.8,4
20180921,416,서울특별시,은평구,22.2,5.1,17.3,18.9,NA,1.4,12.5
20180922,416,서울특별시,은평구,25.2,3,12.3,18.5,NA,0.8,1.5
20180923,416,서울특별시,은평구,24.3,2.8,11.7,17.4,NA,0.8,0
20180924,416,서울특별시,은평구,21.4,3.1,9.1,14.4,NA,0.9,0
20180925,416,서울특별시,은평구,23.4,3.3,6.7,15.6,NA,0.9,0
20180926,416,서울특별시,은평구,23.4,3.8,15.1,19.2,NA,2,0
20180927,416,서울특별시,은평구,24,3.2,9.2,16.9,NA,1,0
20180928,416,서울특별시,은평구,22.4,3.2,11.9,16.6,NA,1,0
20180929,416,서울특별시,은평구,26.2,2.9,11.1,17.4,NA,0.6,0
20180930,416,서울특별시,은평구,21.2,3.6,8.4,14.7,NA,1,0
20181001,416,서울특별시,은평구,19.6,4.4,8,13.6,NA,1,0
20181002,416,서울특별시,은평구,20.8,2.1,6.4,12.9,NA,0.5,0
20181003,416,서울특별시,은평구,23.1,3.1,7.9,14.3,NA,0.6,0
20181004,416,서울특별시,은평구,24.9,2.8,9.2,17.6,NA,0.8,0
20181005,416,서울특별시,은평구,19.7,4.5,14.9,17.2,NA,2,31.5
20181006,416,서울특별시,은평구,21.4,7,13.2,17.8,NA,2.8,45.5
20181007,416,서울특별시,은평구,21,2.9,7,13.6,NA,0.6,0
20181008,416,서울특별시,은평구,20.7,2.3,5.5,11.4,NA,0.5,0
20181009,416,서울특별시,은평구,18.9,4.1,6.9,14.1,NA,0.9,0
20181010,416,서울특별시,은평구,17.9,3.5,3.6,10.4,NA,1.1,14
20181011,416,서울특별시,은평구,14.5,4,2.1,7.2,NA,0.9,0
20181012,416,서울특별시,은평구,16.3,2.7,1.3,7.6,NA,0.5,0
20181013,416,서울특별시,은평구,18.7,2.4,3,9.2,NA,0.4,0
20181014,416,서울특별시,은평구,19,2.8,3.2,10.3,NA,0.5,0
20181015,416,서울특별시,은평구,20.3,2.6,7.2,12.5,NA,0.4,0
20181016,416,서울특별시,은평구,19.4,2,5.8,11.1,NA,0.4,0
20181017,416,서울특별시,은평구,17.5,2.7,3.8,9,NA,0.5,0
20181018,416,서울특별시,은평구,17.9,3.5,3.5,10,NA,0.7,0
20181019,416,서울특별시,은평구,19.3,2.9,3,9.8,NA,0.5,0
20181020,416,서울특별시,은평구,20.2,2.3,2.8,9.4,NA,0.4,0
20181021,416,서울특별시,은평구,19.7,2.1,3.1,9.6,NA,0.4,0
20181022,416,서울특별시,은평구,19.7,2.2,5,11,NA,0.4,0
20181023,416,서울특별시,은평구,17,3.4,5.7,10.3,NA,0.5,4.5
20181024,416,서울특별시,은평구,18,2.7,4.3,9.7,NA,0.4,0
20181025,416,서울특별시,은평구,20,2,4.1,10.9,NA,0.3,0
20181026,416,서울특별시,은평구,16.3,4.1,7.8,12.3,NA,1.4,16.5
20181027,416,서울특별시,은평구,11.4,3.9,1.1,6.2,NA,1.2,0
20181030,416,서울특별시,은평구,10.7,2.8,-2.4,4.2,NA,0.6,0
20181031,416,서울특별시,은평구,11.7,2.6,-0.6,4.4,NA,0.6,0
20181101,416,서울특별시,은평구,14.7,2.8,-1.3,5.3,NA,0.5,0
20181102,416,서울특별시,은평구,17.7,2.3,1.1,7.3,NA,0.3,0
20181103,416,서울특별시,은평구,18.1,2.6,1.6,7.8,NA,0.4,0
20181104,416,서울특별시,은평구,18.5,2.4,1.6,8.4,NA,0.4,0
20181105,416,서울특별시,은평구,17.1,1.9,3.1,8.6,NA,0.3,0
20181106,416,서울특별시,은평구,16.4,2.2,5.1,9.8,NA,0.3,0
20181107,416,서울특별시,은평구,15.9,2,9,12.2,NA,0.5,2.5
20181108,416,서울특별시,은평구,16.2,4.4,11.1,13.4,NA,2.2,52.5
20181109,416,서울특별시,은평구,15.5,3.4,10.2,12.3,NA,1.7,0.5
20181110,416,서울특별시,은평구,16,2.5,5.4,10,NA,0.6,0
20181111,416,서울특별시,은평구,10.9,1.6,2,6.1,NA,0.3,0
20181112,416,서울특별시,은평구,13.5,2,-0.3,5,NA,0.4,0
20181113,416,서울특별시,은평구,14.1,2.1,0,5.4,NA,0.4,0
20181114,416,서울특별시,은평구,15.3,2.1,0.8,6.3,NA,0.3,0
20181115,416,서울특별시,은평구,15.1,2.3,1,6.6,NA,0.4,0
20181116,416,서울특별시,은평구,14.1,3.2,0.5,6.7,NA,0.5,0
20181117,416,서울특별시,은평구,9.8,2.1,-3.4,2.2,NA,0.4,0
20181118,416,서울특별시,은평구,9.7,1.9,-2.4,3.5,NA,0.3,0
20181119,416,서울특별시,은평구,11.6,2.4,-2,3.3,NA,0.4,0
20181120,416,서울특별시,은평구,12,2.9,-3.9,4.5,NA,0.8,1
20181121,416,서울특별시,은평구,8.7,2.8,-1.8,4.8,NA,0.5,0.5
20181122,416,서울특별시,은평구,6.9,3.3,-5.4,-0.1,NA,0.7,0
20181123,416,서울특별시,은평구,6.1,2.4,-7.5,-0.8,NA,0.5,0
20181126,416,서울특별시,은평구,12.5,2.3,-0.7,4,NA,0.3,0
20181127,416,서울특별시,은평구,12.7,2.1,0.1,5.3,NA,0.4,0
